game_id,player_id,pts,reb,hometeam_name,hometeam_id,hometeam_score,visitteam_name,visitteam_id,visitteam_score
835842,11314392,0,0,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,666930,0,0,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,3547207,0,0,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,2148,0,0,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,223,0,0,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,105,3,3,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,87,0,2,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,377,2,2,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,8,3,1,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,214,15,6,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,301,11,2,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,283,25,5,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,15,33,18,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,315,18,5,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,4197388,0,0,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,68,0,0,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,60,0,0,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,666604,2,5,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,17895983,0,2,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,247,3,1,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,666956,5,0,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,444,0,3,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,89,9,2,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,268,20,1,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,460,24,13,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,3547248,10,9,Milwaukee Bucks,17,110,Chicago Bulls,5,114
835842,125,41,7,Milwaukee Bucks,17,110,Chicago Bulls,5,114
832819,214,15,6,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,11314392,0,0,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,666930,0,0,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,223,0,0,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,2148,0,0,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,87,3,2,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,105,3,4,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,377,10,12,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,8,0,3,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,301,6,5,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,283,18,5,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,15,27,16,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,315,11,5,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,4197388,0,0,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,247,0,2,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,666604,0,2,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,444,2,2,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,666956,12,4,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,68,0,0,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,60,0,0,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,17895983,0,2,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,89,7,3,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,268,18,10,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,460,24,17,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,3547248,5,3,Milwaukee Bucks,17,93,Chicago Bulls,5,86
832819,125,18,8,Milwaukee Bucks,17,93,Chicago Bulls,5,86
837570,214,16,6,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,460,19,6,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,3547248,1,4,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,125,11,5,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,666930,0,2,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,11314392,3,1,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,3547207,2,1,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,4197388,0,0,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,60,10,3,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,68,2,2,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,17895983,4,4,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,666604,0,2,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,247,2,2,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,444,2,0,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,666956,6,8,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,89,9,2,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,268,15,5,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,2148,4,0,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,223,5,6,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,105,11,4,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,87,0,1,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,8,22,6,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,301,3,3,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,283,9,2,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,15,18,7,Chicago Bulls,5,81,Milwaukee Bucks,17,111
837570,377,18,16,Chicago Bulls,5,81,Milwaukee Bucks,17,111
842465,87,6,3,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,105,20,2,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,666930,0,0,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,3547207,0,0,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,11314392,0,0,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,223,0,2,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,2148,0,2,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,8,13,5,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,214,10,5,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,301,8,1,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,283,12,5,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,15,33,9,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,377,14,17,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,444,0,2,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,666956,17,3,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,666919,0,0,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,4197388,0,0,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,60,0,1,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,247,9,1,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,68,10,6,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,17895983,8,3,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,125,11,2,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,460,19,16,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,3547248,23,1,Milwaukee Bucks,17,116,Chicago Bulls,5,100
842465,666604,3,2,Milwaukee Bucks,17,116,Chicago Bulls,5,100
839443,87,3,4,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,105,5,6,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,4197388,0,0,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,60,0,0,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,68,0,0,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,666604,2,4,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,17895983,8,2,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,247,5,1,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,444,0,1,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,666956,2,2,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,89,0,4,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,268,24,5,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,460,11,10,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,3547248,20,10,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,125,23,5,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,666930,0,0,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,223,4,2,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,3547207,0,0,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,2148,0,0,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,8,27,2,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,214,26,2,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,301,6,3,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,283,2,5,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,15,32,17,Chicago Bulls,5,95,Milwaukee Bucks,17,119
839443,377,14,10,Chicago Bulls,5,95,Milwaukee Bucks,17,119
844654,3547207,0,1,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,11314392,0,0,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,87,7,1,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,105,8,5,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,8,11,2,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,214,25,9,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,301,5,2,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,283,6,10,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,15,24,13,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,377,15,11,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,9338307,2,1,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,439,2,2,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,3547276,6,2,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,666965,8,4,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,473,10,4,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,420,10,1,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,70,12,9,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,476,6,8,Boston Celtics,2,89,Milwaukee Bucks,17,101
844654,219,12,10,Boston Celtics,2,89,Milwaukee Bucks,17,101
