game_id,player_id,pts,reb,hometeam_name,hometeam_id,hometeam_score,visitteam_name,visitteam_id,visitteam_score
473359,17553997,5,4,Miami Heat,16,125,Atlanta Hawks,1,99
473359,11891374,4,8,Miami Heat,16,125,Atlanta Hawks,1,99
473359,666821,6,2,Miami Heat,16,125,Atlanta Hawks,1,99
473359,666747,11,2,Miami Heat,16,125,Atlanta Hawks,1,99
473359,329,5,2,Miami Heat,16,125,Atlanta Hawks,1,99
473359,666908,14,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,120,5,5,Miami Heat,16,125,Atlanta Hawks,1,99
473359,1603383,6,1,Miami Heat,16,125,Atlanta Hawks,1,99
473359,286,5,4,Miami Heat,16,125,Atlanta Hawks,1,99
473359,17553998,0,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,19465584,0,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,357,0,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,203,0,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,79,0,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,19465585,3,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,17554001,2,2,Miami Heat,16,125,Atlanta Hawks,1,99
473359,666633,26,4,Miami Heat,16,125,Atlanta Hawks,1,99
473359,4,14,5,Miami Heat,16,125,Atlanta Hawks,1,99
473359,450,6,4,Miami Heat,16,125,Atlanta Hawks,1,99
473359,397,13,1,Miami Heat,16,125,Atlanta Hawks,1,99
473359,3547244,0,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,666656,0,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,221,0,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,83,0,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,17554004,8,2,Miami Heat,16,125,Atlanta Hawks,1,99
473359,17896029,0,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,18677827,0,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,288,0,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,3547289,5,1,Miami Heat,16,125,Atlanta Hawks,1,99
473359,17896040,4,1,Miami Heat,16,125,Atlanta Hawks,1,99
473359,354,2,2,Miami Heat,16,125,Atlanta Hawks,1,99
473359,487,6,3,Miami Heat,16,125,Atlanta Hawks,1,99
473359,212,3,3,Miami Heat,16,125,Atlanta Hawks,1,99
473359,481,13,2,Miami Heat,16,125,Atlanta Hawks,1,99
473359,167,14,2,Miami Heat,16,125,Atlanta Hawks,1,99
473359,490,14,0,Miami Heat,16,125,Atlanta Hawks,1,99
473359,53,10,1,Miami Heat,16,125,Atlanta Hawks,1,99
473359,129,0,5,Miami Heat,16,125,Atlanta Hawks,1,99
473359,101,14,9,Miami Heat,16,125,Atlanta Hawks,1,99
473359,666860,6,2,Miami Heat,16,125,Atlanta Hawks,1,99
473424,3547289,3,1,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,17896040,6,2,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,73,17,3,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,132,18,11,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,191,14,2,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,379,4,4,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,378,11,5,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,158,5,8,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,212,0,2,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,129,9,6,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,221,6,6,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,666476,0,0,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,76,5,1,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,75,3,1,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,72,3,5,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,91,2,6,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,481,0,0,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,487,0,4,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,288,0,1,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,666860,20,3,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,490,19,2,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,53,11,3,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,83,12,13,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,101,16,9,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,666656,11,3,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,296,0,0,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,347,0,1,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,3547258,2,0,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,257,3,3,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473424,17896029,0,0,Atlanta Hawks,1,113,Dallas Mavericks,7,87
473652,360,8,7,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,17896029,0,0,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,666762,3,3,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,3547289,0,0,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,17896040,0,0,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,212,0,0,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,288,0,0,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,129,0,0,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,481,4,2,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,487,0,2,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,666860,17,6,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,167,16,6,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,490,19,4,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,53,7,1,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,83,20,15,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,101,15,8,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,221,17,2,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,666950,0,0,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,422,2,0,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,666748,14,8,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,3547239,15,9,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,403,10,4,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,371,7,2,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,62,35,10,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,204,11,8,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473652,3547282,0,0,Atlanta Hawks,1,115,Charlotte Hornets,4,105
473690,288,5,2,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,3547215,7,0,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,666523,5,1,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,17896067,6,1,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,3547285,7,3,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,666703,17,5,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,249,10,0,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,17896027,0,3,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,666505,1,5,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,12,0,3,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,313,8,0,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,666786,2,1,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,3547287,9,2,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,3,2,2,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,231,14,5,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,66,12,5,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,212,0,1,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,481,5,1,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,666860,14,1,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,167,9,2,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,487,2,6,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,129,7,2,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,490,31,1,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,53,8,7,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,83,23,17,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,101,21,8,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473690,221,7,1,Memphis Grizzlies,15,100,Atlanta Hawks,1,132
473685,3547246,3,3,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,19465326,2,0,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,3547274,2,0,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,334,22,8,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,473,7,2,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,373,15,10,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,32,2,4,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,666682,15,4,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,288,1,0,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,481,12,1,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,666860,12,3,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,487,2,4,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,159,23,3,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,147,4,2,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,489,6,4,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,464,5,4,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,212,0,0,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,129,2,1,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,167,10,2,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,490,31,7,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,53,18,5,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,83,11,13,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,101,15,5,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473685,221,10,3,San Antonio Spurs,27,106,Atlanta Hawks,1,124
473700,17895858,3,1,Atlanta Hawks,1,90,New York Knicks,20,99
473700,481,5,6,Atlanta Hawks,1,90,New York Knicks,20,99
473700,487,3,1,Atlanta Hawks,1,90,New York Knicks,20,99
473700,129,0,0,Atlanta Hawks,1,90,New York Knicks,20,99
473700,288,3,2,Atlanta Hawks,1,90,New York Knicks,20,99
473700,212,0,3,Atlanta Hawks,1,90,New York Knicks,20,99
473700,666860,3,0,Atlanta Hawks,1,90,New York Knicks,20,99
473700,167,5,2,Atlanta Hawks,1,90,New York Knicks,20,99
473700,490,33,4,Atlanta Hawks,1,90,New York Knicks,20,99
473700,53,2,1,Atlanta Hawks,1,90,New York Knicks,20,99
473700,83,16,22,Atlanta Hawks,1,90,New York Knicks,20,99
473700,101,12,9,Atlanta Hawks,1,90,New York Knicks,20,99
473700,221,8,2,Atlanta Hawks,1,90,New York Knicks,20,99
473700,3547243,13,2,Atlanta Hawks,1,90,New York Knicks,20,99
473700,412,0,0,Atlanta Hawks,1,90,New York Knicks,20,99
473700,17896033,0,0,Atlanta Hawks,1,90,New York Knicks,20,99
473700,259,0,0,Atlanta Hawks,1,90,New York Knicks,20,99
473700,3547269,9,3,Atlanta Hawks,1,90,New York Knicks,20,99
473700,17896063,6,6,Atlanta Hawks,1,90,New York Knicks,20,99
473700,77,23,7,Atlanta Hawks,1,90,New York Knicks,20,99
473700,160,20,2,Atlanta Hawks,1,90,New York Knicks,20,99
473700,399,2,11,Atlanta Hawks,1,90,New York Knicks,20,99
473700,387,8,11,Atlanta Hawks,1,90,New York Knicks,20,99
473700,666423,15,7,Atlanta Hawks,1,90,New York Knicks,20,99
473555,17553992,0,0,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,666925,11,1,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,272,11,2,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,224,6,0,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,17553979,1,1,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,49,7,2,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,2189,2,4,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,17553988,0,1,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,115,50,7,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,666848,16,4,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,282,6,6,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,185,4,7,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,475,13,4,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,481,0,0,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,288,8,0,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,487,7,5,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,666860,3,2,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,221,11,3,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,129,3,2,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,212,0,2,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,167,4,3,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,490,28,3,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,53,17,1,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,83,2,6,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,101,19,6,Golden State Warriors,10,127,Atlanta Hawks,1,113
473555,666656,11,2,Golden State Warriors,10,127,Atlanta Hawks,1,113
473516,6,10,4,Brooklyn Nets,3,117,Atlanta Hawks,1,108
473516,319,14,3,Brooklyn Nets,3,117,Atlanta Hawks,1,108
473516,192,16,4,Brooklyn Nets,3,117,Atlanta Hawks,1,108
473516,17896048,0,0,Brooklyn Nets,3,117,Atlanta Hawks,1,108
473516,17896038,0,0,Brooklyn Nets,3,117,Atlanta Hawks,1,108
473516,242,0,0,Brooklyn Nets,3,117,Atlanta Hawks,1,108
473516,318,2,4,Brooklyn Nets,3,117,Atlanta Hawks,1,108
